nome,sku,preco_atual,preco_original,estoque,marca,categorias,descricao,imagens,url
Ixora Midi - Caixa com 15 unidades,PD092270,64.9,49.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Ixora chinensis; NOMES POPULARES Ixora-chinesa, Alfinete-gigante, Ixora-vermelha, Ixória-chinesa. FAMÍLIA Rubiaceae. CLIMA Equatorial, Oceânico, Subtropical, Tropical. ORIGEM Ásia, China, Malásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138504801/5d4a75cb7b.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138504801/a36c5741c5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/358012547/23e985a827-097nqtxsbf.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138469729/33f587bb4d.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174033709/146cc62d69.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609282/03311cb540.jpg,https://www.plantadelivery.com.br/ixora-midi-caixa-com-15-unidades
Jabuticaba,PD102227,28.31,169.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m Nome científico Plinia cauliflora. Nomes Populares Jabuticaba, Fruita, Jaboticaba, Jaboticabeira, Jabuticaba-açu, Jabuticaba-do-mato, Jabuticaba-paulista, Jabuticaba-preta, Jabuticaba-sabará, Jabuticabeira. Familía Myrtaceae. Clima Equatorial, Subtropical, Tropical. Origem América do Sul, Brasil. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138727749/698ade6cae.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138727749/9d356fc144.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138727749/b436c3ee61.jpg,https://www.plantadelivery.com.br/jabuticaba
Jambo,PD102224,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m Suas cascas são usadas como medicação hipoglicemiante para controle da diabete, pode ser usado também como para o combate de inflamações, flatulências, gota e alergias; cura de cólicas e quadros diarreicos. Isso porque são ricas em substâncias com potencial antioxidante, como flavonoides, taninos, antocianinas e outros constituintes fenólicos. Pesquisas recentes apontam que o extrato das cascas tem capacidade em potencial de destruir células cancerígenas. As espécies de árvores exóticas como o Jambo são muito indicadas para ações de reflorestamento, preservação ambiental, arborização urbana, paisagismos ou plantios domésticos. O reflorestamento, por exemplo, corresponde a implantação de florestas em áreas que já foram degradadas, seja pelo tempo, pelo homem ou pela natureza. Já quando há a finalidade de arborização urbana ou paisagismo, é necessário avaliar o espaço em que a muda será plantada para que não haja problemas com a fiação elétrica ou rachaduras na calçada. Nome científico Syzygium jambos. Nomes Populares Jambo-vermelho, jambo-pera, jambo-do-pará, jambo-roxo, jambo-de-malaca, jambo-da-índia, malay appel, rose-apple, manzana malaca, jambu-mawar, jambu-merah. Familía Myrtaceae. Clima Não suporta geadas e desenvolve-se em qualquer tipo de solo. É cultivado em todo o Brasil, em regiões de clima quente e úmido. Origem Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138724037/f68b08aedc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138724037/ecc4ac3f18.jpg,https://www.plantadelivery.com.br/jambo
Jasmim do Cabo,PD0922170,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Gardenia augusta; NOMES POPULARES Gardenia anã. FAMÍLIA Rubiaceae. CLIMA Mediterrâneo, Subtropical, Temperado, Tropical. ORIGEM Ásia, China. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624085/a8f7e0b413.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624085/e1d09bb3f0.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138612616/6f9de4e9a7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609952/5bb5757ddf.jpg,https://www.plantadelivery.com.br/jasmim-do-cabo
Jasmim do Caribe,PD0922136,89.9,99.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Gardenia augusta; NOMES POPULARES Jasmim-do-caribe, Buquê-de-noiva. FAMÍLIA Apocynaceae. CLIMA Oceânico, Subtropical e Tropical. ORIGEM Venezuela e Panamá. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609952/5bb5757ddf.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609952/6ce98a9206.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624085/a8f7e0b413.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138612616/6f9de4e9a7.jpg,https://www.plantadelivery.com.br/jasmim-do-caribe
Jasmim Estrela,PD0922146,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Jasminum nitidum; NOMES POPULARES Jasmim-estrela, Jasmim-asa-de-anjo. FAMÍLIA Apocynaceae. CLIMA Ameno a quente, Não tolera frio intenso. ORIGEM Ilhas do Pacífico do Sul, Arquipélago de Bismark. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138612616/6f9de4e9a7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138612616/d8c56e61db.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138624085/a8f7e0b413.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609952/5bb5757ddf.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138498509/9b9be85394.jpg,https://www.plantadelivery.com.br/jasmim-estrela
Jerivá,PD122107,,,Utilizamos cookies para que você tenha a melhor experiência em nosso site. Para saber mais acesse nossa página de,Planta Delivery,,"Seu estipe é elegante e único, alcançando de 8 a 15 metros de altura e podendo chegar a 60 cm de diâmetro. As folhas são longas, com 2 a 4 metros de comprimento, arqueadas, pendentes, pinadas e com numerosos folíolos. As inflorescências surgem o ano todo, em cacho pendente, grande, ramificado, com pequenas flores de cor amarelo creme. O fruto é do tipo drupa, de cor amarela ou alaranjada, de formato globoso a ovóide, com polpa fibrosa, suculenta e doce. Cada fruto contém uma única semente, como um minúsculo coco, de sabor amendoado. Tanto os frutos, como as sementes dos jerivás são comestíveis. Também produz palmito. No paisagismo, os jerivás podem ser utilizados isolados, em grupos ou renques. Seu ar imponente e majestoso ajuda a criar projetos de jardins sofisticados a um custo não tão elevado, se comparado a outras palmeiras. Da mesma forma, seu jeitão tropical é perfeito para jardins descontraídos à beira-mar ou em sítios. O jerivá também é muito atrativo para a fauna silvestre. As inflorescências são visitadas por abelhas diversas e os frutos são avidamente devorados por maritacas, papagaios, caturritas e esquilos. No seu ambiente natural, atrai também cachorros-do-mato e raposas. Deve ser cultivado sob sol pleno ou meia sombra, em solo fértil, drenável, enriquecido com matéria orgânica e irrigado regularmente. Quando jovem, esta palmeira aprecia o sombreamento parcial. Tolera bem o frio e o calor, adaptando-se a uma ampla variedade climática, no entanto, aprecia a umidade tropical. Resiste muito bem ao transplante, mesmo os indivíduos adultos. Multiplica-se por sementes postas a germinar em recipientes com substrato arenoso, mantido úmido. Semear na primavera e verão, logo após a colheita e despolpa dos frutos quase maduros. A germinação ocorre após 2 a 5 meses. NOME CIENTÍFICO Syagrus romanzoffiana SINONÍMIA Arecastrum romanzoffianum, Cocos romanzoffiana, Cocus plumosa, Cocos acromoides, Cocos arechavaletana, Cocos datil, Cocos martiana NOMES POPULARES Jerivá",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135503038/51705791dc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135503038/329d8be268.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135503038/0e60872f25.jpg,https://www.plantadelivery.com.br/jeriva
Jiboia,PD0922110,59.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Epipremnum pinnatum; NOMES POPULARES Jibóia, Era-do-diabo, Jibóia-verde. FAMÍLIA Araceae. CLIMA Equatorial, Oceânico, Subtropical, Tropical. ORIGEM Ilhas Salomão, Oceania;. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138545876/354737c78a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138545876/46966782a7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177277001/kokeda-jiboia-0x8spyuihj.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147263565/77c6db77a8.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/f930d189c6.jpg,https://www.plantadelivery.com.br/jiboia
Jiboia Branca,PD0922110-82ZX2B2AQ,89.9,79.9,Disponível,Planta Delivery,,"Planta herbácea com comportamento pendente ou ascendente, possui folhagem extremamente ornamental, muito conhecida e cultivada em ambientes internos, por crescer com pouca luz e não demandar muitos cuidados. NOME CIENTÍFICO Epipremnum aureum; NOMES POPULARES Jibóia-branca. FAMÍLIA Araceae. CLIMA Equatorial, Oceânico, Subtropical, Tropical. ORIGEM Ilhas Salomão, Oceania;. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147263565/77c6db77a8.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147263565/739448743b.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138545876/354737c78a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177277001/kokeda-jiboia-0x8spyuihj.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/f930d189c6.jpg,https://www.plantadelivery.com.br/jiboia-branca
Jiboia Limão,PD092298,59.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Epipremnum pinnatum; NOMES POPULARES Jiboia, jiboia limão, jiboia amarela. FAMÍLIA Araceae. CLIMA Equatorial, Oceânico, Subtropical, Tropical. ORIGEM Ilhas Salomão, Oceania;. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/f930d189c6.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/7175befba1.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138545876/354737c78a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177277001/kokeda-jiboia-0x8spyuihj.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147263565/77c6db77a8.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139838078/a99269db16.jpg,https://www.plantadelivery.com.br/jiboia-limao
Kalanchoe - Pote 11 - Cores Variadas Caixa 10 unidades,PD0922200-FGMWFZZCS,23.31,139.9,Disponível,Planta Delivery,,"Kalanchoe é um género de plantas suculentas da família Crassulaceae. Sua origem é africana e ela também é conhecida como flor-da-fortuna ou kalandiva. No Brasil, é conhecida também como coerana, eoirama-branca, erva-da-costa, folha-da-fortuna, folha-de-costa, mãe-de-muitos ou saião. NOME CIENTÍFICO Kalanchoe tetraphylla; NOMES POPULARES Orelha-de-elefante. FAMÍLIA Crassulaceae. CLIMA Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical; ORIGEM África, África do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/178945262/f6933f41a7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/178945262/f031be78c5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138636340/5e8f30722e.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138507555/acadaf28cc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/236040552/whatsapp_image_2023-10-03_at_13-39-24-removebg-preview-esdtjv3kbz.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/137314441/b6def6bdf2.jpg,https://www.plantadelivery.com.br/kalanchoe
Kalanchoe - Pote 11 - Cores Variadas,PD0922200,139.9,49.9,Disponível,Planta Delivery,,"Kalanchoe é um género de plantas suculentas da família Crassulaceae. Sua origem é africana e ela também é conhecida como flor-da-fortuna ou kalandiva. No Brasil, é conhecida também como coerana, eoirama-branca, erva-da-costa, folha-da-fortuna, folha-de-costa, mãe-de-muitos ou saião. NOME CIENTÍFICO Kalanchoe tetraphylla; NOMES POPULARES Orelha-de-elefante. FAMÍLIA Crassulaceae. CLIMA Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical; ORIGEM África, África do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138636340/5e8f30722e.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138636340/a15036b1a6.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/178945262/f6933f41a7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138507555/acadaf28cc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/236040552/whatsapp_image_2023-10-03_at_13-39-24-removebg-preview-esdtjv3kbz.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/137314441/b6def6bdf2.jpg,https://www.plantadelivery.com.br/kalanchoe-pote-11
Lambari Roxo - Caixa com 15 unidades,PD092295,44.9,39.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Tradescantia zebrina; NOMES POPULARES Lambari, Judeu-errante, Trapoeraba-roxa, Trapoeraba-zebra. FAMÍLIA Commelinaceae. CLIMA Mediterrâneo, Subtropical, Temperado; ORIGEM América do Sul, Argentina. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138528165/8f00cbe122.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/238694666/alface-crespa-roxa-zu8vv62pax.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138472068/c267e200f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138436066/31540ef9a0.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138500352/a6bcb7cfcd.jpg,https://www.plantadelivery.com.br/lambari-roxo-caixa-com-15-unidades
Lança de São Jorge,PD202205,24.98,149.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Sansevieria cylindrica NOMES POPULARES Lança-de-são-jorge, Lança, Espada. FAMÍLIA Asparagaceae CLIMA Continental, Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Temperado, Tropical. ORIGEM África, Angola. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140322206/377ba5b176.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140322206/32ed4b9c17.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140318035/f21b84e2c7.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177274543/f541cb7e1b.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140320870/8a86e3a4f4.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177277386/de67c7f7e6.jpg,https://www.plantadelivery.com.br/lanca-de-sao-jorge
Lantana,PD0922109,39.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Lantana câmara; NOMES POPULARES Cambará, Bandeira-espanhola, Camará, Camaradinha, Cambará-de-cheiro, Cambará-miúdo, Cambará-verdadeiro, Cambarazinho, Chumbinho, Lantana, Lantana-cambará, Verbena-arbustiva. FAMÍLIA Verbenaceae. CLIMA Equatorial, Subtropical, Tropical; ORIGEM América Central, América do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138541794/d98e0cb18f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526710/ef7abf6632.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526052/dea76ffcbd.jpg,https://www.plantadelivery.com.br/lantana
Lantana Amarela - Caixa com 15 unidades,PD092290,89.9,39.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Lantana câmara; NOMES POPULARES Cambará, Bandeira-espanhola, Camará, Camaradinha, Cambará-de-cheiro, Cambará-miúdo, Cambará-verdadeiro, Cambarazinho, Chumbinho, Lantana, Lantana-cambará, Verbena-arbustiva. FAMÍLIA Verbenaceae. CLIMA Equatorial, Subtropical, Tropical; ORIGEM América Central, América do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526710/ef7abf6632.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526710/c1bfcbaf9a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138541794/d98e0cb18f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526052/dea76ffcbd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174033709/146cc62d69.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609282/03311cb540.jpg,https://www.plantadelivery.com.br/lantana-amarela-caixa-com-15-unidades
Lantana Camara - Caixa com 15 unidades,PD092288,89.9,39.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Lantana câmara; NOMES POPULARES Cambará, Bandeira-espanhola, Camará, Camaradinha, Cambará-de-cheiro, Cambará-miúdo, Cambará-verdadeiro, Cambarazinho, Chumbinho, Lantana, Lantana-cambará, Verbena-arbustiva. FAMÍLIA Verbenaceae. CLIMA Equatorial, Subtropical, Tropical; ORIGEM América Central, América do Sul. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526052/dea76ffcbd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526052/330bf2453a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138541794/d98e0cb18f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138526710/ef7abf6632.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138470566/9032ca221e.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615367/3ac83999c3.jpg,https://www.plantadelivery.com.br/lantana-camara-caixa-com-15-unidades
Laranja Bahia,PD102202,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m Nome científico Citrus Sinensis. Nomes Populares Laranja-de-umbigo. Familía Rutaceae. Clima Tropical. Origem Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694531/379b1d3131.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694531/f0cb992789.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/137707162/cc07c84b06.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/0f42dffd7f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694767/3da88af343.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694090/7dfeced850.jpg,https://www.plantadelivery.com.br/laranja-bahia
Laranja Lima,PD102201,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m NOME CIENTÍFICO Citrus aurantifolia NOMES POPULARES Laranja Lima Família Rutaceae. Clima Sua frutificação se dá no inverno. Origem Sudeste asiático. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694090/7dfeced850.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694090/6b67b9e514.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/0f42dffd7f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694767/3da88af343.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694531/379b1d3131.jpg,https://www.plantadelivery.com.br/laranja-lima
Laranja Pêra,PD102204,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m NOME CIENTÍFICO Citrus Sinensis NOMES POPULARES Laranja Pêra, Pêra Rio, Pêra Coroa, Pêra Família Rutaceae. Clima Sua frutificação se dá no inverno. Origem Apesar de considerada como uma fruta brasileira há indícios de que possa ter sido originada de variedades vindas de outros países. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/0f42dffd7f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/88cbacb900.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138720780/f4da20f094.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694767/3da88af343.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694531/379b1d3131.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694090/7dfeced850.jpg,https://www.plantadelivery.com.br/laranja-pera
